PK_UID,Trip_ID,Trip_Start_Timestamp,Trip_End_Timestamp,Trip_Seconds,Trip_Miles,Percent_Time_Chicago,Percent_Distance_Chicago,Pickup_Census_Tract,Dropoff_Census_Tract,Pickup_Community_Area,Dropoff_Community_Area,Fare,Tip,Additional_Charges,Trip_Total,Shared_Trip_Authorized,Shared_Trip_Match,Trips_Pooled,Pickup_Centroid_Latitude,Pickup_Centroid_Longitude,Pickup_Centroid_Location,Dropoff_Centroid_Latitude,Dropoff_Centroid_Longitude,Dropoff_Centroid_Location
5741818,c6646751c56d36b96d41868bfa39fb683011e15c,06/08/2024 06:30:00 AM,06/08/2024 07:00:00 AM,1815,8.600000,1,1,17031420200,17031980100,42,56,25.000000,9,10.140000,44.140000,false,false,1,41.783460,-87.593537,POINT (-87.5935368954 41.7834599172),41.785999,-87.750934,POINT (-87.7509342894 41.785998518)
5599784,4adffb1c3f2238a69964d143a7788fe82ae5146f,06/08/2024 05:30:00 PM,06/08/2024 06:00:00 PM,1351,6.800000,1,1,17031031200,17031081401,3,8,20.000000,0,1.230000,21.230000,false,false,1,41.972710,-87.657341,POINT (-87.6573411073 41.9727095466),41.895033,-87.619711,POINT (-87.6197106717 41.8950334495)
3812655,4b40ece7dfffc598c998841d2f62109527abe3a7,06/15/2024 06:45:00 PM,06/15/2024 07:00:00 PM,317,1.100000,1,1,17031060100,17031061100,6,6,17.500000,0,1.230000,18.730000,false,false,1,41.957531,-87.666611,POINT (-87.6666114405 41.957530922),41.949140,-87.656804,POINT (-87.6568039088 41.9491397709)
4293861,617a35c43da69c6ded91cdf88f5506d7427110b1,06/14/2024 03:30:00 AM,06/14/2024 03:45:00 AM,458,1.900000,1,1,17031081600,17031071500,8,7,22.500000,0,3.100000,25.600000,false,false,1,41.892073,-87.628874,POINT (-87.6288741572 41.8920726347),41.914616,-87.631717,POINT (-87.6317173661 41.9146162864)
1027586,926c783762f1d4690e52eb2ed3083e8cdbd07fb5,06/27/2024 07:45:00 AM,06/27/2024 08:00:00 AM,368,1.700000,1,1,,,69,68,10.000000,0,1.230000,11.230000,false,false,1,41.763247,-87.616134,POINT (-87.6161341112 41.7632467988),41.777196,-87.642498,POINT (-87.6424975271 41.7771962546)
5176386,e39f4ce8b4832224158c6057c3544dad3c2d54d4,06/10/2024 07:00:00 AM,06/10/2024 07:00:00 AM,651,4.800000,1,1,,,49,44,12.500000,0,4.600000,17.100000,false,false,1,41.706588,-87.623367,POINT (-87.6233665115 41.7065878819),41.740206,-87.615970,POINT (-87.6159695226 41.7402057565)
3932332,36030090a5f2f9f66932e8c9976d47b05171474e,06/15/2024 11:15:00 AM,06/15/2024 11:45:00 AM,1370,3.700000,1,1,17031570200,17031842800,57,58,17.500000,5,1.230000,23.730000,false,false,1,41.814441,-87.730733,POINT (-87.7307334535 41.814440937),41.808190,-87.699097,POINT (-87.6990971733 41.8081895757)
6592883,ed87e7452bbe279a8b52c48893c42a517e237c30,06/04/2024 08:15:00 PM,06/04/2024 08:30:00 PM,734,3.700000,1,1,17031838100,17031081500,28,8,25.000000,2,4.370000,31.370000,false,false,1,41.878667,-87.671654,POINT (-87.6716536214 41.8786674201),41.892508,-87.626215,POINT (-87.6262149064 41.8925077809)
6844362,80675d7a83189e85b2880f0daf83a31a57807a25,06/03/2024 05:15:00 PM,06/03/2024 05:30:00 PM,951,1.100000,1,1,17031833000,17031081800,28,8,10.000000,0,4.600000,14.600000,false,false,1,41.885281,-87.657233,POINT (-87.6572331997 41.8852813201),41.893216,-87.637844,POINT (-87.6378442095 41.8932163595)
3396895,340163651a053876f0f035c90688db4a7a7f9ed3,06/17/2024 01:30:00 PM,06/17/2024 02:00:00 PM,1379,9.000000,1,1,,,,76,25.000000,0,6.230000,31.230000,false,false,1,,,,41.980264,-87.913625,POINT (-87.913624596 41.9802643146)
654825,ac8a1e9498fed209daa9cddd687c190c64f5b179,06/28/2024 05:15:00 PM,06/28/2024 05:45:00 PM,1254,1.400000,1,1,17031081800,17031833000,8,28,10.000000,0,2.980000,12.980000,false,false,1,41.893216,-87.637844,POINT (-87.6378442095 41.8932163595),41.885281,-87.657233,POINT (-87.6572331997 41.8852813201)
6659162,20d996ac94288a2bb764c93b88e632b4d7034874,06/04/2024 03:15:00 PM,06/04/2024 03:45:00 PM,1228,6.900000,0,0,,,,70,12.500000,0,3.090000,15.590000,true,false,1,,,,41.745758,-87.708366,POINT (-87.7083657043 41.7457577128)
5319601,0a337c7641b63c8c584726d5e4cac70ed9328d28,06/09/2024 03:15:00 PM,06/09/2024 03:30:00 PM,553,1.200000,1,1,17031280100,17031081700,28,8,15.000000,8,1.230000,24.230000,false,false,1,41.885300,-87.642808,POINT (-87.6428084655 41.8853000224),41.892042,-87.631864,POINT (-87.6318639497 41.8920421365)
2540422,011f3d2fd5e82d4c6ed224b1fae785cf2f24ba4d,06/21/2024 09:45:00 AM,06/21/2024 10:45:00 AM,3211,23.500000,1,1,,17031081403,,8,35.000000,0,3.870000,38.870000,false,false,1,,,,41.890922,-87.618868,POINT (-87.6188683546 41.8909220259)
4771041,bfac2cd9d200a702eaa6d914fd19af68c6435bd6,06/12/2024 05:00:00 AM,06/12/2024 05:15:00 AM,1317,11.600000,1,1,,,19,76,20.000000,0,8.970000,28.970000,false,false,1,41.927261,-87.765502,POINT (-87.7655016086 41.9272609555),41.980264,-87.913625,POINT (-87.913624596 41.9802643146)
7562024,4edf0d5e71e31a472dd98acf82f0c0f20f31b9d7,06/01/2024 02:30:00 AM,06/01/2024 02:45:00 AM,646,2.800000,1,1,,,6,77,10.000000,0,4.110000,14.110000,false,false,1,41.944227,-87.655998,POINT (-87.6559981815 41.9442266014),41.986712,-87.663416,POINT (-87.6634164054 41.9867117999)
7581160,2faac04f8620f0fd1cec53097e488986cf3f76e7,06/01/2024 12:45:00 AM,06/01/2024 01:00:00 AM,1301,4.200000,1,1,17031833000,17031062100,28,6,15.000000,0,5.140000,20.140000,false,false,1,41.885281,-87.657233,POINT (-87.6572331997 41.8852813201),41.942692,-87.651771,POINT (-87.6517705068 41.9426918444)
570861,491fa1ee89bf891816e703d96b970b916cd78782,06/28/2024 10:00:00 PM,06/28/2024 10:15:00 PM,622,1.800000,1,1,17031281900,17031081700,28,8,7.500000,0,4.800000,12.300000,false,false,1,41.879255,-87.642649,POINT (-87.642648998 41.8792550844),41.892042,-87.631864,POINT (-87.6318639497 41.8920421365)
7043969,3945c85e69bd2d17b2058b18c0bb4408c56007dd,06/02/2024 07:30:00 PM,06/02/2024 07:45:00 PM,1185,4.600000,1,1,17031980000,17031760801,76,76,12.500000,6,14.260000,32.760000,false,false,1,41.979071,-87.903040,POINT (-87.9030396611 41.9790708201),41.982273,-87.841586,POINT (-87.8415864319 41.9822729289)
6844445,87ab5b0ca549bbb02939e96a9207ae62d55aa54e,06/03/2024 05:15:00 PM,06/03/2024 05:45:00 PM,2069,10.200000,1,1,17031980100,17031243300,56,24,25.000000,6,12.230000,43.230000,false,false,1,41.785999,-87.750934,POINT (-87.7509342894 41.785998518),41.892493,-87.664746,POINT (-87.6647458359 41.8924931672)
2705750,5378ed7cc45fcbc25a67a7e47a9899946e088264,06/20/2024 04:30:00 PM,06/20/2024 04:45:00 PM,962,3.500000,1,1,,,60,28,15.000000,0,14.860000,29.860000,false,false,1,41.836150,-87.648788,POINT (-87.6487879519 41.8361501547),41.874005,-87.663518,POINT (-87.6635175498 41.874005383)
411751,0a0ce2f9eb0a2277c85504f8cea0d0bf8af0dc36,06/29/2024 01:45:00 PM,06/29/2024 02:00:00 PM,892,2.400000,1,1,17031841900,17031833000,28,28,10.000000,0,1.230000,11.230000,false,false,1,41.867902,-87.642959,POINT (-87.6429586652 41.8679024175),41.885281,-87.657233,POINT (-87.6572331997 41.8852813201)
2477754,c421ead2a315d5059a43b0582d3222f753ac15be,06/21/2024 02:30:00 PM,06/21/2024 03:15:00 PM,2721,14.700000,1,1,17031837800,17031480100,28,48,25.000000,0,6.350000,31.350000,false,false,1,41.884768,-87.684147,POINT (-87.6841474493 41.8847677845),41.735249,-87.575637,POINT (-87.5756373476 41.7352486373)
5308682,1139778b1750bcc9c359902a22a8e732832ab48e,06/09/2024 04:00:00 PM,06/09/2024 04:30:00 PM,1171,7.800000,1,1,,,28,,22.500000,0,1.230000,23.730000,false,false,1,41.874005,-87.663518,POINT (-87.6635175498 41.874005383),,,
6783365,f084bb78359ea39c4caaf584c36cc5111ad6df31,06/03/2024 11:00:00 PM,06/03/2024 11:15:00 PM,1115,12.500000,1,1,17031980100,17031390700,56,39,22.500000,0,20.960000,43.460000,false,false,1,41.785999,-87.750934,POINT (-87.7509342894 41.785998518),41.805912,-87.587479,POINT (-87.5874792581 41.8059116993)
5322181,4f49e82bc58b290ce5da4e79465c528bab57698b,06/09/2024 03:00:00 PM,06/09/2024 03:15:00 PM,371,0.700000,1,1,,,59,59,2.500000,0,2.070000,4.570000,false,false,1,41.829922,-87.672503,POINT (-87.6725026464 41.8299223039),41.829922,-87.672503,POINT (-87.6725026464 41.8299223039)
3002450,603a7ad0637a1173cf474b2b60da18340bf670ee,06/19/2024 11:45:00 AM,06/19/2024 12:00:00 PM,833,4.900000,1,1,,,,29,15.000000,0,3.400000,18.400000,false,false,1,,,,41.860190,-87.717220,POINT (-87.7172201 41.8601900192)
5559385,89fad99aa9ce27794f489f547be1c07d320924f4,06/08/2024 07:15:00 PM,06/08/2024 07:30:00 PM,1016,6.000000,1,1,17031220602,17031081800,22,8,25.000000,0,6.180000,31.180000,false,false,1,41.929330,-87.711974,POINT (-87.7119742544 41.9293297134),41.893216,-87.637844,POINT (-87.6378442095 41.8932163595)
1595255,2591ed101d2b1d2f64897aa8cdb204970890f582,06/24/2024 04:45:00 PM,06/24/2024 04:45:00 PM,198,0.700000,1,1,17031030500,17031031100,77,3,2.500000,1,2.230000,5.730000,false,false,1,41.987226,-87.664938,POINT (-87.6649377243 41.9872255578),41.972668,-87.663865,POINT (-87.6638654956 41.9726679555)
2600981,aa6bac3512fcc501b964ab03327216d026dcdadd,06/21/2024 12:00:00 AM,06/21/2024 12:15:00 AM,621,2.800000,1,1,17031832000,17031030800,6,77,10.000000,5,2.960000,17.960000,false,false,1,41.946295,-87.654298,POINT (-87.6542980837 41.9462945357),41.979912,-87.664188,POINT (-87.6641882421 41.9799124453)
4808199,bca4644b2eef21f758710e97d183b20e0b5f5ac2,06/11/2024 09:15:00 PM,06/11/2024 09:15:00 PM,519,2.200000,1,1,17031070102,17031838300,7,8,7.500000,0,4.040000,11.540000,false,false,1,41.930579,-87.642206,POINT (-87.6422063127 41.9305785697),41.901567,-87.638404,POINT (-87.6384040116 41.9015669095)
3592474,eebbd937592eb551f95116d9007d51cf1f1b354b,06/16/2024 02:15:00 PM,06/16/2024 02:45:00 PM,1734,20.600000,1,1,,,53,24,25.000000,0,4.570000,29.570000,false,false,1,41.673820,-87.635740,POINT (-87.6357397768 41.6738199043),41.901207,-87.676356,POINT (-87.6763559892 41.9012069941)
1252983,41b78912ffa372b977e03f4cbb6d3c6168352c15,06/26/2024 08:15:00 AM,06/26/2024 08:45:00 AM,1868,13.000000,1,1,,,31,12,77.500000,14,1.230000,92.730000,false,false,1,41.850266,-87.667569,POINT (-87.667569312 41.8502663663),41.993930,-87.758354,POINT (-87.7583535876 41.9939301285)
993933,70a2e8d767f837b67fdcbe7d68e04bb629900ecc,06/27/2024 10:30:00 AM,06/27/2024 10:45:00 AM,1576,10.400000,1,1,17031839000,17031980100,32,56,17.500000,5,7.810000,30.310000,true,true,2,41.871016,-87.631407,POINT (-87.6314065252 41.8710158803),41.785999,-87.750934,POINT (-87.7509342894 41.785998518)
5560614,4d517a66d9fcabab1020f82ee4f1a0475d3dd844,06/08/2024 07:15:00 PM,06/08/2024 07:45:00 PM,1877,8.300000,1,1,17031811302,17031161000,,16,15.000000,0,6.360000,21.360000,false,false,1,,,,41.949974,-87.730684,POINT (-87.7306842554 41.9499744545)
6970368,9ca84e1b8e1a89dba613996359070a012121a82b,06/03/2024 05:15:00 AM,06/03/2024 05:30:00 AM,767,3.600000,1,1,,,3,2,12.500000,2,1.230000,15.730000,false,false,1,41.965812,-87.655879,POINT (-87.6558787862 41.96581197),42.001571,-87.695013,POINT (-87.6950125892 42.001571027)
3430765,e1ca926ec566ac87cd4dec87589cfdf95a713c64,06/17/2024 10:00:00 AM,06/17/2024 10:00:00 AM,408,1.300000,1,1,,,77,2,7.500000,0,1.230000,8.730000,false,false,1,41.986712,-87.663416,POINT (-87.6634164054 41.9867117999),42.001571,-87.695013,POINT (-87.6950125892 42.001571027)
3500892,25c6fdff1e0d0800f361823c8e329f8a4cd55b78,06/16/2024 10:45:00 PM,06/16/2024 11:45:00 PM,3097,26.200000,1,1,17031430102,17031140200,43,14,55.000000,14,13.210000,82.210000,false,false,1,41.768601,-87.565824,POINT (-87.5658238794 41.7686011013),41.970245,-87.713435,POINT (-87.7134353285 41.9702449819)
7159345,a3c3c1cf8560b5d5ea903a6f294d9d5d739769a9,06/02/2024 10:45:00 AM,06/02/2024 10:45:00 AM,246,1.100000,1,1,,,76,76,7.500000,0,1.230000,8.730000,false,false,1,41.980264,-87.913625,POINT (-87.913624596 41.9802643146),41.980264,-87.913625,POINT (-87.913624596 41.9802643146)
5048125,1b96af826c79a20bad7bfcecc27b8085ba57398f,06/10/2024 06:45:00 PM,06/10/2024 06:45:00 PM,426,1.200000,1,1,17031839100,17031081700,32,8,7.500000,1,4.530000,13.030000,false,false,1,41.880994,-87.632746,POINT (-87.6327464887 41.8809944707),41.892042,-87.631864,POINT (-87.6318639497 41.8920421365)
338941,3f57ab4b6fb307d82d7c690d8ca0525ac0d8c1fc,06/29/2024 06:00:00 PM,06/29/2024 06:00:00 PM,531,1.500000,1,1,17031833000,17031839100,28,32,7.500000,0,2.940000,10.440000,false,false,1,41.885281,-87.657233,POINT (-87.6572331997 41.8852813201),41.880994,-87.632746,POINT (-87.6327464887 41.8809944707)
1070159,c0e791122592c0f8ebfd7467cbb313e3da20a484,06/26/2024 11:00:00 PM,06/26/2024 11:30:00 PM,1494,14.000000,1,1,17031081500,17031810400,8,10,35.000000,0,1.230000,36.230000,false,false,1,41.892508,-87.626215,POINT (-87.6262149064 41.8925077809),41.980507,-87.826676,POINT (-87.8266761823 41.9805068217)
2928032,5c3fd5abd7d8de984b46be4bc2127cdc3d393d11,06/19/2024 05:30:00 PM,06/19/2024 05:45:00 PM,1405,14.900000,1,1,,,48,,17.500000,0,9.510000,27.010000,false,false,1,41.729676,-87.572717,POINT (-87.5727171342 41.7296764229),,,
330947,eafb622663989777056d720e077ee2150714a2f7,06/29/2024 06:15:00 PM,06/29/2024 06:45:00 PM,1679,16.700000,1,1,,,44,29,27.500000,0,1.230000,28.730000,false,false,1,41.740206,-87.615970,POINT (-87.6159695226 41.7402057565),41.860190,-87.717220,POINT (-87.7172201 41.8601900192)
6313276,44eb153f1572cb641bffce14b01a6a83b72e9bac,06/06/2024 02:45:00 AM,06/06/2024 03:15:00 AM,1261,11.800000,0,0,,,,56,20.000000,4,9.790000,33.790000,false,false,1,,,,41.792592,-87.769615,POINT (-87.7696154528 41.7925923603)
3215706,f7a0dc6774fd851d8450df69c7bec3dee4ed0787,06/18/2024 11:45:00 AM,06/18/2024 11:45:00 AM,731,2.900000,1,1,,,15,25,7.500000,0,4.230000,11.730000,false,false,1,41.954028,-87.763399,POINT (-87.7633990316 41.9540276487),41.890609,-87.756047,POINT (-87.7560467111 41.8906088526)
6965799,ef241434d15650fdcbb34276163a1cf090cacbbf,06/03/2024 06:00:00 AM,06/03/2024 06:15:00 AM,1094,8.100000,1,0,,,76,,12.500000,0,2.810000,15.310000,true,false,1,41.980264,-87.913625,POINT (-87.913624596 41.9802643146),,,
6013120,9eb8f4101cf0166648ada8413465084d19ac3891,06/07/2024 10:00:00 AM,06/07/2024 10:00:00 AM,271,1.200000,1,1,17031842100,17031230500,23,23,2.500000,0,1.980000,4.480000,false,false,1,41.895258,-87.733518,POINT (-87.7335180512 41.8952576428),41.911667,-87.733951,POINT (-87.7339509975 41.9116665881)
3907495,753a983c85fb7d4e3fe66cfd142ddda7683c987e,06/15/2024 01:00:00 PM,06/15/2024 01:45:00 PM,2631,14.300000,1,1,,,24,76,57.500000,0,9.010000,66.510000,false,false,1,41.901207,-87.676356,POINT (-87.6763559892 41.9012069941),41.980264,-87.913625,POINT (-87.913624596 41.9802643146)
3376961,9ca5427d39600a35152e9890fe92f01b926bc78e,06/17/2024 03:15:00 PM,06/17/2024 03:30:00 PM,556,1.600000,1,1,17031081300,17031081800,8,8,25.000000,0,4.130000,29.130000,false,false,1,41.898332,-87.620763,POINT (-87.6207628651 41.8983317935),41.893216,-87.637844,POINT (-87.6378442095 41.8932163595)
2893853,5ba09ea3cc76817082ae31236bb76182b439fba0,06/19/2024 07:45:00 PM,06/19/2024 08:00:00 PM,697,2.300000,1,1,17031160502,17031220400,16,22,7.500000,0,2.520000,10.020000,false,false,1,41.955584,-87.713090,POINT (-87.7130900568 41.9555841154),41.928432,-87.699969,POINT (-87.6999685912 41.9284315635)
1647894,ce128fb1ade8e34453eb742841b3f5b5a184420d,06/24/2024 11:45:00 AM,06/24/2024 12:00:00 PM,638,0.800000,1,1,17031081401,17031081201,8,8,5.000000,5,3.770000,13.770000,false,false,1,41.895033,-87.619711,POINT (-87.6197106717 41.8950334495),41.899156,-87.626211,POINT (-87.6262105324 41.8991556134)
5929816,8cf723cec5dfdafd2d86ec4dd63d8f60da5c8e56,06/07/2024 04:30:00 PM,06/07/2024 05:00:00 PM,1556,6.700000,1,1,17031040201,17031070102,4,7,12.500000,0,4.340000,16.840000,false,false,1,41.972581,-87.694001,POINT (-87.6940010612 41.9725808001),41.930579,-87.642206,POINT (-87.6422063127 41.9305785697)
7192039,742cb10d6ae3c4bd2a1340a30cf1a21c7086bbe9,06/02/2024 07:00:00 AM,06/02/2024 07:15:00 AM,491,1.400000,1,1,17031837000,17031240900,27,24,7.500000,0,1.230000,8.730000,false,false,1,41.878323,-87.698674,POINT (-87.6986740167 41.8783232529),41.904712,-87.701885,POINT (-87.7018845586 41.9047120004)
5680083,2fa7105f8bea75184afe78913dd764ed8b31d3bf,06/08/2024 12:45:00 PM,06/08/2024 12:45:00 PM,590,2.100000,1,1,17031833000,17031839000,28,32,10.000000,0,1.230000,11.230000,false,false,1,41.885281,-87.657233,POINT (-87.6572331997 41.8852813201),41.871016,-87.631407,POINT (-87.6314065252 41.8710158803)
2755574,399682d798289de7db83d4cebb93f771941c309f,06/20/2024 12:30:00 PM,06/20/2024 12:45:00 PM,731,4.200000,1,1,17031842000,17031842500,35,69,7.500000,0,3.290000,10.790000,false,false,1,41.834962,-87.625154,POINT (-87.6251541272 41.8349623252),41.776944,-87.623220,POINT (-87.6232200288 41.7769437808)
6851732,04fc09be7a22f1fdb111210373b4d30851d6fd81,06/03/2024 04:45:00 PM,06/03/2024 06:15:00 PM,5035,19.700000,1,1,17031081401,17031980000,8,76,55.000000,7,16.300000,78.300000,false,false,1,41.895033,-87.619711,POINT (-87.6197106717 41.8950334495),41.979071,-87.903040,POINT (-87.9030396611 41.9790708201)
5823502,9240c4b92b6482f1b829777b0178ec90736d7070,06/07/2024 10:15:00 PM,06/07/2024 10:30:00 PM,1103,11.800000,1,0,,,31,,15.000000,0,4.430000,19.430000,true,false,1,41.850266,-87.667569,POINT (-87.667569312 41.8502663663),,,
6620269,440c7cdb85fef957d2106de15de14a5af5c0370c,06/04/2024 06:15:00 PM,06/04/2024 06:45:00 PM,1269,16.500000,0,0,,,76,,30.000000,0,10.770000,40.770000,false,false,1,41.980264,-87.913625,POINT (-87.913624596 41.9802643146),,,
4704394,ad4acb6966d1264aed9f544d0b0dc9b5349b8f3d,06/12/2024 11:45:00 AM,06/12/2024 12:00:00 PM,687,2.100000,1,1,,,7,6,20.000000,0,2.630000,22.630000,false,false,1,41.922686,-87.649489,POINT (-87.6494887289 41.9226862843),41.944227,-87.655998,POINT (-87.6559981815 41.9442266014)
3648020,fe2e77743699aa41b1910d283ff64fc1f019acab,06/16/2024 08:45:00 AM,06/16/2024 09:00:00 AM,480,2.200000,1,1,17031030703,17031061100,77,6,12.500000,0,2.260000,14.760000,false,false,1,41.978875,-87.657871,POINT (-87.6578712629 41.9788750584),41.949140,-87.656804,POINT (-87.6568039088 41.9491397709)
6353679,d08d5f1e677c7bf37160c59ee9d4bc4b457f3a8e,06/05/2024 09:15:00 PM,06/05/2024 09:15:00 PM,695,5.600000,1,1,,,44,38,10.000000,0,5.010000,15.010000,false,false,1,41.740206,-87.615970,POINT (-87.6159695226 41.7402057565),41.812949,-87.617860,POINT (-87.6178596758 41.8129489392)
5060615,04653680d315f1808dbe04aa64c43720f1cd715e,06/10/2024 05:45:00 PM,06/10/2024 06:00:00 PM,1301,6.300000,1,1,,,70,69,17.500000,0,1.230000,18.730000,false,false,1,41.745758,-87.708366,POINT (-87.7083657043 41.7457577128),41.763247,-87.616134,POINT (-87.6161341112 41.7632467988)
1057978,992ce9d8b4d1cc2495935c6457e45e54ad294a33,06/27/2024 01:00:00 AM,06/27/2024 01:15:00 AM,958,4.400000,1,1,,,56,61,17.500000,0,6.230000,23.730000,false,false,1,41.792592,-87.769615,POINT (-87.7696154528 41.7925923603),41.809018,-87.659167,POINT (-87.6591665992 41.8090182499)
4682041,b689d372b2e10708fe8fcb332aedcc75c5c384c5,06/12/2024 01:45:00 PM,06/12/2024 02:00:00 PM,745,2.300000,1,1,,,11,14,7.500000,0,2.440000,9.940000,false,false,1,41.978830,-87.771167,POINT (-87.771166703 41.9788295262),41.968069,-87.721559,POINT (-87.7215590627 41.968069)
6708959,7b0d9f92ce7f76d2864275505cfacb7022287a13,06/04/2024 10:45:00 AM,06/04/2024 11:00:00 AM,1165,12.300000,1,1,,,51,61,17.500000,0,1.450000,18.950000,false,false,1,41.690633,-87.570058,POINT (-87.5700582686 41.6906333472),41.809018,-87.659167,POINT (-87.6591665992 41.8090182499)
684114,2975180e592327f726fed911aefe290998df3217,06/28/2024 03:30:00 PM,06/28/2024 04:00:00 PM,2084,15.900000,1,1,,,76,,45.000000,10,7.440000,62.440000,false,false,1,41.980264,-87.913625,POINT (-87.913624596 41.9802643146),,,
244555,e2d880a28fad93c12555226f6eb4c54f9294106a,06/29/2024 10:45:00 PM,06/29/2024 11:00:00 PM,806,7.300000,1,1,17031030800,17031081201,77,8,12.500000,3,1.230000,16.730000,false,false,1,41.979912,-87.664188,POINT (-87.6641882421 41.9799124453),41.899156,-87.626211,POINT (-87.6262105324 41.8991556134)
6668887,b5d9eaef85c690d748fd937657bd85bed08d7b83,06/04/2024 02:15:00 PM,06/04/2024 02:45:00 PM,1421,5.600000,1,1,17031231500,17031081500,23,8,22.500000,0,2.980000,25.480000,false,false,1,41.891754,-87.718671,POINT (-87.7186707951 41.8917542026),41.892508,-87.626215,POINT (-87.6262149064 41.8925077809)
6988576,e8703b335c0ad6a0c68791757045812c63dd6f23,06/03/2024 12:15:00 AM,06/03/2024 01:15:00 AM,3256,31.100000,0,0,17031330100,,33,,95.000000,12,13.930000,120.930000,false,false,1,41.859350,-87.617358,POINT (-87.6173580061 41.859349715),,,
288921,90b9e25f09468db504f6df24f940cda088716c9b,06/29/2024 08:30:00 PM,06/29/2024 08:45:00 PM,695,2.800000,1,1,17031832000,17031071500,6,7,10.000000,1,3.980000,14.980000,false,false,1,41.946295,-87.654298,POINT (-87.6542980837 41.9462945357),41.914616,-87.631717,POINT (-87.6317173661 41.9146162864)
2544704,a5baa49b46e599a8015e62fdc19a41680bb02dbf,06/21/2024 09:15:00 AM,06/21/2024 09:45:00 AM,1663,15.900000,0,0,,,,76,30.000000,0,11.050000,41.050000,false,false,1,,,,41.980264,-87.913625,POINT (-87.913624596 41.9802643146)
390751,6e377ebb710dffaed24829fa3f5f0535c30cb4e9,06/29/2024 03:00:00 PM,06/29/2024 03:15:00 PM,729,2.300000,1,1,17031081800,17031071100,8,7,10.000000,0,1.230000,11.230000,false,false,1,41.893216,-87.637844,POINT (-87.6378442095 41.8932163595),41.921778,-87.651062,POINT (-87.6510618838 41.9217781876)
4787629,ae1ebe58dc0f60b7951bf1b69558c116d478a6a9,06/11/2024 11:30:00 PM,06/11/2024 11:45:00 PM,1344,6.900000,1,1,17031241400,17031030200,24,77,20.000000,0,2.820000,22.820000,false,false,1,41.906026,-87.675312,POINT (-87.6753116216 41.906025969),41.994442,-87.665225,POINT (-87.6652247765 41.9944422482)
451819,7476afd4a945e93a2304c8adce57812bcdaf3e54,06/29/2024 10:45:00 AM,06/29/2024 11:15:00 AM,1844,5.900000,1,1,,,77,,17.500000,5,1.900000,24.400000,true,true,2,41.986712,-87.663416,POINT (-87.6634164054 41.9867117999),,,
5955687,7f11993582155c9423d3a9f0fda623f613931152,06/07/2024 02:45:00 PM,06/07/2024 03:15:00 PM,1491,8.200000,1,1,,,57,74,22.500000,0,5.890000,28.390000,false,false,1,41.810879,-87.726363,POINT (-87.7263633246 41.8108790078),41.694879,-87.713192,POINT (-87.7131924966 41.6948789661)
3314814,bf61330bf1310fc5f83612070d0977bf327c6b27,06/17/2024 09:00:00 PM,06/17/2024 09:15:00 PM,322,1.500000,1,1,17031062200,17031060300,6,6,17.500000,2,9.850000,29.350000,false,false,1,41.942585,-87.656644,POINT (-87.6566440918 41.9425851797),41.950605,-87.671332,POINT (-87.671332488 41.9506052324)
4982327,72ab8c5812686caddb7d8b9d48cbda9ad50c347f,06/11/2024 05:45:00 AM,06/11/2024 05:45:00 AM,157,0.700000,1,1,,,4,4,5.000000,0,2.680000,7.680000,false,false,1,41.975171,-87.687516,POINT (-87.6875155152 41.9751709433),41.975171,-87.687516,POINT (-87.6875155152 41.9751709433)
4532026,34a00623982dbfb14ae495ad6559013ab85646af,06/13/2024 06:45:00 AM,06/13/2024 07:00:00 AM,1321,13.800000,1,1,,,38,,12.500000,0,5.610000,18.110000,true,false,1,41.812949,-87.617860,POINT (-87.6178596758 41.8129489392),,,
6087921,ced059e57d12b601338c3dabb761f4c74355b73e,06/06/2024 11:00:00 PM,06/06/2024 11:15:00 PM,723,3.800000,1,1,17031081403,17031241500,8,24,15.000000,3,1.230000,19.230000,false,false,1,41.890922,-87.618868,POINT (-87.6188683546 41.8909220259),41.908379,-87.670945,POINT (-87.6709450752 41.9083786693)
645334,bf08529030bb05611dced2c213d7170af1bfe1cf,06/28/2024 05:45:00 PM,06/28/2024 06:15:00 PM,1459,13.000000,1,0,17031470100,17031827400,47,,17.500000,0,8.940000,26.440000,false,false,1,41.728182,-87.596476,POINT (-87.5964755956 41.7281820611),,,
1836202,04aa22d2a1d4976d9d34d270130b8a514b2d939a,06/23/2024 03:15:00 PM,06/23/2024 03:15:00 PM,668,3.500000,1,1,17031842900,17031330100,28,33,17.500000,6,6.230000,29.730000,false,false,1,41.863118,-87.672920,POINT (-87.672920435 41.8631181033),41.859350,-87.617358,POINT (-87.6173580061 41.859349715)
6167597,30a0e75be581c3c353b94999737a40e9335adbfc,06/06/2024 05:30:00 PM,06/06/2024 06:15:00 PM,3149,13.800000,1,1,17031980100,17031832500,56,7,47.500000,11,6.230000,64.730000,false,false,1,41.785999,-87.750934,POINT (-87.7509342894 41.785998518),41.921877,-87.664078,POINT (-87.6640782395 41.9218774613)
2473429,fea3a32f07a5e63b08573f8426282d466c6895f7,06/21/2024 02:45:00 PM,06/21/2024 02:45:00 PM,532,1.300000,1,1,17031080100,17031081700,8,8,10.000000,3,3.760000,16.760000,false,false,1,41.907520,-87.626659,POINT (-87.6266589003 41.9075200747),41.892042,-87.631864,POINT (-87.6318639497 41.8920421365)
